pos,vertex,degree,p_size,cliques,seconds
196,17438,1,1,1,0.000169751001521945
197,17442,1,1,1,7.557899880339392e-05
198,91187,1,1,1,3.630000719567761e-06
199,50245,1,1,1,3.1509989639744163e-06
200,50251,1,1,1,2.5900008040480316e-06
201,83022,1,1,1,2.36300184042193e-06
202,42072,1,1,1,2.1839987311977893e-06
203,50266,1,1,1,2.339998900424689e-06
204,17501,1,1,1,2.139000571332872e-06
205,23894,1,0,0,1.5180012269411236e-06
206,1120,1,1,1,2.7560017770156264e-06
207,42081,1,1,1,2.348999259993434e-06
208,91233,1,1,1,2.2899985197000206e-06
209,50280,1,1,1,2.739001502050087e-06
210,91247,1,1,1,2.507000317564234e-06
211,91254,1,1,1,2.543998562032357e-06
212,99450,1,1,1,2.3979991965461522e-06
213,58491,1,1,1,2.34400067711249e-06
214,66686,1,1,1,2.234002749901265e-06
215,24141,1,0,0,1.4609977370128036e-06
216,25736,1,1,1,2.206998033216223e-06
217,107658,1,1,1,2.507000317564234e-06
218,99468,1,1,1,2.1550004021264613e-06
219,25741,1,1,1,3.159999323543161e-06
220,83092,1,1,1,2.272998244734481e-06
221,66725,1,1,1,2.458000381011516e-06
222,91313,1,1,1,2.9179973353166133e-06
223,117363,1,0,0,1.4069992175791413e-06
224,107705,1,1,1,2.5650006136856973e-06
225,107716,1,1,1,2.1509986254386604e-06
226,83161,1,1,1,2.631000825203955e-06
227,34012,1,1,1,1.944998075487092e-06
228,91703,1,0,0,1.128999429056421e-06
229,25833,1,1,1,2.0660008885897696e-06
230,42224,1,1,1,2.2569984139408916e-06
231,124144,1,1,1,3.4179975045844913e-06
232,58654,1,0,0,1.0420008038636297e-06
233,99570,1,1,1,2.082000719383359e-06
234,99572,1,1,1,1.8909995560534298e-06
235,115964,1,1,1,2.081997081404552e-06
236,115965,1,1,1,1.9280014385003597e-06
237,91408,1,1,1,1.9789986254181713e-06
238,115987,1,1,1,1.981999957934022e-06
239,34067,1,1,1,2.5099980121012777e-06
240,58648,1,1,1,2.0219995349179953e-06
241,75038,1,1,1,2.395998308202252e-06
242,75040,1,1,1,2.4370019673369825e-06
243,9504,1,1,1,1.8160026229452342e-06
244,99627,1,1,1,2.7900023269467056e-06
245,75066,1,1,1,1.6099984350148588e-06
246,42310,1,1,1,1.9260005501564592e-06
247,17737,1,1,1,1.8020000425167382e-06
248,17738,1,1,1,1.9609979062806815e-06
249,42320,1,1,1,2.0759980543516576e-06
250,11423,1,0,0,1.052998413797468e-06
251,124245,1,1,1,1.6730009519960731e-06
252,1369,1,1,1,2.1569976524915546e-06
253,42331,1,1,1,1.6659978427924216e-06
254,79424,1,0,0,1.0519979696255177e-06
255,42343,1,1,1,1.983000402105972e-06
256,107888,1,1,1,2.1609994291793555e-06
257,8073,1,0,0,9.549985406920314e-07
258,1400,1,1,1,1.9840008462779224e-06
259,58752,1,1,1,2.100998244713992e-06
260,75146,1,1,1,2.1949999791104347e-06
261,45827,1,0,0,1.1029987945221364e-06
262,58766,1,1,1,1.7470010789111257e-06
263,99757,1,1,1,2.540000423323363e-06
264,66996,1,1,1,1.9219987734686583e-06
265,124363,1,1,1,2.4719993234612048e-06
266,17868,1,1,1,1.8730024748947471e-06
267,50637,1,1,1,2.120003046002239e-06
268,9679,1,1,1,2.005999704124406e-06
269,50643,1,1,1,1.9850012904498726e-06
270,116180,1,1,1,2.1509986254386604e-06
271,17876,1,1,1,1.5830009942874312e-06
272,99802,1,1,1,1.8780010577756912e-06
273,83425,1,1,1,1.8999999156221747e-06
274,91618,1,1,1,3.6140008887741715e-06
275,32755,1,0,0,1.2269993021618575e-06
276,26086,1,1,1,1.9129984138999134e-06
277,116211,1,1,1,2.0660008885897696e-06
278,67068,1,1,1,1.8600003386382014e-06
279,116231,1,1,1,2.1839987311977893e-06
280,132620,1,1,1,1.7359998309984803e-06
281,132632,1,1,1,1.952997990883887e-06
282,91688,1,1,1,1.8339997041039169e-06
283,91692,1,1,1,2.2909989638719708e-06
284,26169,1,1,1,2.2179992811288685e-06
285,17980,1,1,1,1.9219987734686583e-06
286,26174,1,1,1,2.1119994926266372e-06
287,67143,1,1,1,2.540000423323363e-06
288,50760,1,1,1,1.811000402085483e-06
289,108113,1,1,1,2.164000761695206e-06
290,99924,1,1,1,1.8270002328790724e-06
291,30701,1,0,0,1.1060001270379871e-06
292,132716,1,1,1,2.410000888630748e-06
293,69500,1,0,0,1.252999936696142e-06
294,50815,1,1,1,1.5499972505494952e-06
295,108175,1,1,1,2.586999471532181e-06
296,108183,1,1,1,1.962998794624582e-06
297,80998,1,0,0,1.152999175246805e-06
298,108190,1,1,1,1.7409984138794243e-06
299,18081,1,1,1,1.9229992176406085e-06
300,59041,1,1,1,2.1520027075894177e-06
301,116398,1,1,1,2.1679989004042e-06
302,63553,1,0,0,1.139000232797116e-06
303,124592,1,1,1,1.9600011000875384e-06
304,132804,1,1,1,1.691001671133563e-06
305,42700,1,1,1,1.8610007828101516e-06
306,35631,1,0,0,1.167998561868444e-06
307,75472,1,1,1,2.472999767633155e-06
308,116454,1,1,1,2.4979999579954892e-06
309,59112,1,1,1,2.2429994714912027e-06
310,50922,1,1,1,2.1669984562322497e-06
311,21008,1,0,0,1.024996890919283e-06
312,26355,1,1,1,1.9800027075689286e-06
313,42746,1,1,1,1.8900027498602867e-06
314,26362,1,1,1,1.981999957934022e-06
315,37286,1,0,0,1.0780022421386093e-06
316,108288,1,1,1,1.6859994502738118e-06
