pos,vertex,degree,p_size,cliques,seconds
321,31238,1,0,0,1.0270005077472888e-06
322,1411,1,1,1,1.6140002117026597e-06
323,83341,1,1,1,1.987999894481618e-06
324,25998,1,1,1,1.817000338633079e-06
325,1427,1,1,1,1.8780001482809894e-06
326,22765,1,0,0,1.1340007404214703e-06
327,58774,1,1,1,1.4729994290973991e-06
328,58775,1,1,1,1.8179998733103275e-06
329,17895,1,0,0,1.044999407895375e-06
330,58776,1,1,1,2.1039995772298425e-06
331,66970,1,1,1,5.158999556442723e-06
332,52591,2,0,0,1.5169998732744716e-06
333,66971,1,1,1,1.749999682942871e-06
334,83356,1,1,1,1.8029995771939866e-06
335,42405,1,1,1,1.7100001059588976e-06
336,83367,1,1,1,1.6550002328585833e-06
337,1449,1,1,1,1.635999979043845e-06
338,75189,1,1,1,1.9179997252649628e-06
339,50613,1,1,1,1.6550002328585833e-06
340,34232,1,1,1,1.7719994502840564e-06
341,1465,1,1,1,1.9629997041192837e-06
342,67011,1,1,1,2.091000169457402e-06
343,9670,1,1,1,2.1290006770868786e-06
344,9678,1,1,1,1.7180000213556923e-06
345,34264,1,1,1,1.7659995137364604e-06
346,34274,1,1,1,1.7370002751704305e-06
347,58853,1,1,1,1.9170001905877143e-06
348,67052,1,1,1,1.6389994925702922e-06
349,67059,1,1,1,2.125999344571028e-06
350,81891,1,0,0,1.0900002962443978e-06
351,9717,1,1,1,1.7819993445300497e-06
352,26105,1,1,1,1.7250004020752385e-06
353,17918,1,1,1,1.9360004444024526e-06
354,17920,1,1,1,1.5969999367371202e-06
355,67073,1,1,1,1.7090005712816492e-06
356,58881,1,1,1,1.8340006135986187e-06
357,12289,1,0,0,1.0600006135064177e-06
358,1551,1,1,1,2.0530005713226274e-06
359,26143,1,1,1,1.9720000636880286e-06
360,9760,1,1,1,1.9680001059896313e-06
361,34339,1,1,1,1.5159994291025214e-06
362,34340,1,1,1,1.952000275196042e-06
363,1571,1,1,1,1.8470000213710591e-06
364,67122,1,1,1,2.194000444433186e-06
365,75321,1,1,1,1.7759994079824537e-06
366,9798,1,1,1,2.221000613644719e-06
367,42580,1,1,1,1.8990003809449263e-06
368,75360,1,1,1,1.5699997675255872e-06
369,1638,1,1,1,1.8419996195007116e-06
370,34415,1,1,1,1.9239996618125588e-06
371,1661,1,1,1,1.9749995772144757e-06
372,26237,1,1,1,1.7740003386279568e-06
373,42937,1,0,0,1.1040001481887884e-06
374,26241,1,1,1,1.8159998944611289e-06
375,59013,1,1,1,1.6730000425013714e-06
376,54378,1,0,0,9.96999915514607e-07
377,26250,1,1,1,1.5759997040731832e-06
378,1679,1,1,1,1.5080004232004285e-06
379,26259,1,1,1,1.7850006770459004e-06
380,42648,1,1,1,1.7310003386228345e-06
381,34461,1,1,1,1.9230001271353103e-06
382,1698,1,1,1,1.8240007193526253e-06
383,26280,1,1,1,1.794999661797192e-06
384,1740,1,1,1,1.7880001905723475e-06
385,50896,1,1,1,1.7069996829377487e-06
386,9946,1,1,1,1.8660002751857974e-06
387,9947,1,1,1,1.9990002328995615e-06
388,9948,1,1,1,1.8070004443870857e-06
389,9949,1,1,1,1.7139991541625932e-06
390,34534,1,1,1,1.6610001694061793e-06
391,75496,1,1,1,2.1169998944969848e-06
392,75498,1,1,1,1.9709996195160784e-06
393,26347,1,1,1,1.99999976757681e-06
394,42735,1,1,1,2.042000232904684e-06
395,42736,1,1,1,3.3579999580979347e-06
396,67316,1,1,1,1.991000317502767e-06
397,67317,1,1,1,2.0110001059947535e-06
398,18174,1,1,1,1.793000592442695e-06
399,67352,1,1,1,1.9769995560636744e-06
400,67353,1,1,1,2.222999682999216e-06
401,42782,1,1,1,2.3269994926522486e-06
402,42783,1,1,1,2.0589995983755216e-06
403,42800,1,1,1,1.9289991541882046e-06
404,1849,1,1,1,1.5639998309779912e-06
405,83774,1,1,1,2.1699997887481004e-06
406,75589,1,1,1,2.1559999368037097e-06
407,1873,1,1,1,7.303000529645942e-06
408,71681,1,0,0,1.1339998309267685e-06
409,26450,1,1,1,1.829000211728271e-06
410,18258,1,1,1,1.728999450278934e-06
411,26461,1,1,1,1.9179997252649628e-06
412,75615,1,1,1,2.00100021174876e-06
413,26464,1,1,1,1.8199998521595262e-06
414,26469,1,1,1,1.7879992810776457e-06
415,1906,1,1,1,1.6049998521339148e-06
416,51067,1,1,1,1.6640005924273282e-06
