pos,vertex,degree,p_size,cliques,seconds
601,110003,1,1,1,2.4619985197205096e-06
602,85452,1,1,1,2.550001227064058e-06
603,3534,1,1,1,2.450000465614721e-06
604,77269,1,1,1,2.157998096663505e-06
605,69077,1,1,1,2.125998435076326e-06
606,19926,2,1,1,3.1560011848341674e-06
607,101849,1,1,1,2.128999767592177e-06
608,120630,1,0,0,1.4360011846292764e-06
609,28130,1,1,1,2.377997589064762e-06
610,52707,1,1,1,2.183001925004646e-06
611,101861,1,1,1,2.2030035324860364e-06
612,19944,1,1,1,2.128999767592177e-06
613,88121,1,0,0,1.4239994925446808e-06
614,101877,2,1,1,2.6650013751350343e-06
